,id,brand,title,sold_price,actual_price,url,img
0,1,Vaidehi Fashion,"Embroidered Bollywood Silk Blend, Vichitra Saree",₹939,"₹8,599",https://www.flipkart.com/vaidehi-fashion-embroidered-bollywood-silk-blend-vichitra-saree/p/itmde2db8666a0d7?pid=SARFZ3ZFD2ZDQSR7&lid=LSTSARFZ3ZFD2ZDQSR776JKHJ&marketplace=FLIPKART&store=clo&srno=b_1_1&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0JXEbCK%2FXMbeNfV6WIoAkigkrcSBvlHvaQHSO1YJEVVDA%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kjkbv680-0/sari/e/s/t/free-wedding-sarees-vaidehi-fashion-unstitched-original-imafz3zfpjpnrqrn.jpeg?q=70
1,2,Great Label Lifestyle,Embroidered Banarasi Silk Blend Saree,₹439,"₹1,999",https://www.flipkart.com/great-label-lifestyle-embroidered-banarasi-silk-blend-saree/p/itm0426d841efdb2?pid=SARG3Y38AY93Z6F4&lid=LSTSARG3Y38AY93Z6F4RDUFHR&marketplace=FLIPKART&store=clo&srno=b_1_2&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0KxEUEGuTcyIFQxNroLuv3tN7cbvzrG%2FuD8hTGSz4AzOg%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kpsnzww0/sari/x/a/e/free-jacquard-mukut-red-great-label-lifestyle-unstitched-original-imag3y37bcpcza8h.jpeg?q=70
2,3,CHILEELIFE,Women Bralette Non Padded Bra,₹135,₹899,https://www.flipkart.com/chileelife-women-bralette-non-padded-bra/p/itm6a78c88ebe1c2?pid=BRAFXQAKGFYMBE9G&lid=LSTBRAFXQAKGFYMBE9GYFURGF&marketplace=FLIPKART&store=clo&srno=b_1_3&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.BRAFXQAKGFYMBE9G.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/khtghow0-0/bra/l/4/b/non-padded-32b-regular-no-regular-cl-anju-c3-04-35-01b-original-imafxqakdqvezmhx.jpeg?q=70
3,4,ADDYVERO,Regular Fit Women Black Cotton Blend Trousers,₹321,"₹1,699",https://www.flipkart.com/addyvero-regular-fit-women-black-trousers/p/itmdfe8b3d718721?pid=TROFPJ8BHGHMG8ER&lid=LSTTROFPJ8BHGHMG8ERJI5K58&marketplace=FLIPKART&store=clo&srno=b_1_4&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.TROFPJ8BHGHMG8ER.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kfoapow0-0/trouser/4/p/e/28-cl-wm-l0729-addyvero-original-imafw2jwjvhyds6f.jpeg?q=70
4,5,Cartyshop,"Embellished Fashion Georgette, Pure Silk Saree",₹380,"₹3,999",https://www.flipkart.com/cartyshop-embellished-fashion-georgette-pure-silk-saree/p/itmbd04f661f04e3?pid=SARG5SYYPKRCZFCV&lid=LSTSARG5SYYPKRCZFCVR2MPUI&marketplace=FLIPKART&store=clo&srno=b_1_5&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARG5SYYPKRCZFCV.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/krkyt8w0/sari/y/p/v/free-wedding-saree-ecolors-fab-unstitched-original-imag5c8efuhrjz9t.jpeg?q=70
5,6,ksevencreation,Printed Fashion Lycra Blend Saree,₹270,"₹2,398",https://www.flipkart.com/ksevencreation-printed-fashion-lycra-blend-saree/p/itm427a9823048c1?pid=SARFWSMFBMJJ66X8&lid=LSTSARFWSMFBMJJ66X8GC52N2&marketplace=FLIPKART&store=clo&srno=b_1_6&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARFWSMFBMJJ66X8.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kflftzk0-0/sari/o/y/c/free-hitesh2series-fumvel-unstitched-original-imafwypg4fwky3a7.jpeg?q=70
6,7,RHEY,Printed Daily Wear Chiffon Saree,₹335,"₹1,999",https://www.flipkart.com/rhey-printed-daily-wear-chiffon-saree/p/itma4a786a8f5960?pid=SARFSS4HDBSNR2RH&lid=LSTSARFSS4HDBSNR2RHQF8ZKZ&marketplace=FLIPKART&store=clo&srno=b_1_7&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARFSS4HDBSNR2RH.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kbgu1e80/sari/2/r/h/free-box04bn-rhey-unstitched-original-imafssh49zejvhpx.jpeg?q=70
7,8,Shaily Retails,Floral Print Fashion Georgette Saree,₹270,"₹1,500",https://www.flipkart.com/shaily-retails-floral-print-fashion-georgette-saree/p/itmb84dc18d6b191?pid=SARESBGRFVA8B4WZ&lid=LSTSARESBGRFVA8B4WZJC2JEG&marketplace=FLIPKART&store=clo&srno=b_1_8&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0Jvfr8KjrbFOyunfPEkEibzxDg47dE5LJJvTWMVtrmu0Q%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kwnv6a80/sari/p/t/3/free-siya-9006-shaily-retails-unstitched-original-imag9acsdgxtbysz.jpeg?q=70
8,9,LAHEJA,"Embellished, Geometric Print Bandhani Silk Blend Saree",₹339,"₹1,999",https://www.flipkart.com/laheja-embellished-geometric-print-bandhani-silk-blend-saree/p/itmca111e0f14e5b?pid=SARG2GYUGWRAZBVM&lid=LSTSARG2GYUGWRAZBVMNIZ3BB&marketplace=FLIPKART&store=clo&srno=b_1_9&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARG2GYUGWRAZBVM.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/knxiavk0/sari/n/o/r/free-grey-lf-1001-laheja-unstitched-original-imag2gyqbphsgscd.jpeg?q=70
9,10,Fab Star,Casual Regular Sleeves Solid Women Pink Top,₹319,"₹1,399",https://www.flipkart.com/fab-star-casual-3-4-sleeve-solid-women-pink-top/p/itm37cd1a6030668?pid=TOPFZNZYBU2FWMZK&lid=LSTTOPFZNZYBU2FWMZKFOPSLI&marketplace=FLIPKART&store=clo&srno=b_1_10&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.TOPFZNZYBU2FWMZK.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/klphn680/top/n/5/x/xl-regular-top-fab-star-original-imagyry2geb5ztzq.jpeg?q=70
10,11,Roadster,Regular Women Black Jeans,₹686,"₹2,199",https://www.flipkart.com/roadster-regular-women-black-jeans/p/itmfgbpruggqy3ph?pid=JEAFGBZ5QZYNHZSJ&lid=LSTJEAFGBZ5QZYNHZSJY0Y1QP&marketplace=FLIPKART&store=clo&srno=b_1_11&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.JEAFGBZ5QZYNHZSJ.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/jvfk58w0/jean/5/z/z/34-4451395-roadster-original-imafgbpraxbvxmg4.jpeg?q=70
11,12,Vaidehi Fashion,"Solid Bollywood Art Silk, Vichitra Saree",₹589,"₹2,999",https://www.flipkart.com/vaidehi-fashion-solid-bollywood-art-silk-vichitra-saree/p/itm44911ae58890e?pid=SARG4ZUZJUBMSNNE&lid=LSTSARG4ZUZJUBMSNNEDO5MA0&marketplace=FLIPKART&store=clo&srno=b_1_12&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0IIu7%2BpIuC28a5NUkGLCVw0g6LbPDtGF5R3CVY8SJ07RA%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kr58yvk0/sari/6/e/5/free-softy-purple-vaidehi-fashion-unstitched-original-imag4zunmnhqmphf.jpeg?q=70
12,13,kealawomenclothing,Embroidered Bollywood Lycra Blend Saree,₹259,"₹1,998",https://www.flipkart.com/kealawomenclothing-embroidered-bollywood-lycra-blend-saree/p/itm30ef54d6dc94d?pid=SARFUWXBW5AZZYBD&lid=LSTSARFUWXBW5AZZYBDPBHWNF&marketplace=FLIPKART&store=clo&srno=b_1_13&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARFUWXBW5AZZYBD.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kflftzk0-0/sari/o/y/c/free-hitesh2series-fumvel-unstitched-original-imafwypg4fwky3a7.jpeg?q=70
13,14,Shaibo saree,Checkered Daily Wear Cotton Silk Saree,₹338,"₹1,499",https://www.flipkart.com/shaibo-saree-checkered-daily-wear-cotton-silk/p/itm75d23e84b027f?pid=SARFPFQ2XDHXDDUZ&lid=LSTSARFPFQ2XDHXDDUZTBAQFN&marketplace=FLIPKART&store=clo&srno=b_1_14&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARFPFQ2XDHXDDUZ.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kn97te80/sari/l/d/n/free-1068-k-shaibo-saree-unstitched-original-imagfz7jpaquwduy.jpeg?q=70
14,15,LX product,Women Full Coverage Non Padded Bra,₹209,"₹1,199",https://www.flipkart.com/lx-product-lycra-aster-women-full-coverage-non-padded-bra/p/itmf4e3ac757cbeb?pid=BRAFW7Z445RHQSD9&lid=LSTBRAFW7Z445RHQSD9DODSCS&marketplace=FLIPKART&store=clo&srno=b_1_15&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.BRAFW7Z445RHQSD9.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kfu0h3k0-0/bra/l/p/e/non-padded-28b-yes-regular-regular-regular-lx-product-original-imafw7z4byx6kjtc.jpeg?q=70
15,16,KAMYA TEXTILES,Embroidered Banarasi Handloom Art Silk Saree,₹587,"₹5,999",https://www.flipkart.com/kamya-textiles-embroidered-banarasi-handloom-art-silk-saree/p/itm56c1c1f4ebee9?pid=SARG3W85GYSV98HP&lid=LSTSARG3W85GYSV98HPCWJMZN&marketplace=FLIPKART&store=clo&srno=b_1_16&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0IedWTK85JgkYZtOma0Kvrl0I5PxFhIbqo%2F4PjGfXkUCg%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kppt47k0/sari/v/i/s/free-saree-d2-red-kamya-textiles-unstitched-original-imag3w85mphartdb.jpeg?q=70
16,17,AAYU,Women Fit and Flare Multicolor Dress,₹419,"₹1,099",https://www.flipkart.com/aayu-women-fit-flare-multicolor-dress/p/itmfbz6zajmnsthr?pid=DREFBYMFNKBMWDH2&lid=LSTDREFBYMFNKBMWDH2N0TYEG&marketplace=FLIPKART&store=clo&srno=b_1_17&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.DREFBYMFNKBMWDH2.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kp8ntzk0/dress/r/i/z/s-aa-0119-boho-long-dress-aayu-original-imag3ghzyktnj3bz.jpeg?q=70
17,18,mokshi,Women Printed Rayon Straight Kurta,₹377,"₹1,699",https://www.flipkart.com/mokshi-women-printed-straight-kurta/p/itm2b4226a62fe3e?pid=KTAG4NMWAAJNWQYN&lid=LSTKTAG4NMWAAJNWQYN3F51ZW&marketplace=FLIPKART&store=clo&srno=b_1_18&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.KTAG4NMWAAJNWQYN.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kqpj4i80/kurta/j/h/8/xl-ku632lgn-mokshi-original-imag4nmvvfny6vyf.jpeg?q=70
18,19,fashion Day,Self Design Bollywood Georgette Saree,₹387,"₹2,699",https://www.flipkart.com/fashion-day-self-design-bollywood-georgette-saree/p/itm6d87728284c13?pid=SARFNMKS8NDGSSEB&lid=LSTSARFNMKS8NDGSSEBZQAUMH&marketplace=FLIPKART&store=clo&srno=b_1_19&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARFNMKS8NDGSSEB.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/k4ss2a80/sari/s/e/b/free-1051b-fashion-day-original-imafnmt93zgkktmz.jpeg?q=70
19,20,Ladyland,Women Hipster Multicolor Panty,₹182,₹402,https://www.flipkart.com/ladyland-women-hipster-multicolor-panty/p/itmcb19264704c2d?pid=PANG5FABMH4ZSWBM&lid=LSTPANG5FABMH4ZSWBMEWMHWV&marketplace=FLIPKART&store=clo&srno=b_1_20&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0KP1RJMpXarlPXt0ogzdjW%2B1tOjQ77zX86O%2FLAkmRYZzg%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kr6oeq80/panty/t/p/s/m-ld0062c-sku-m-3xl-ladyland-original-imag5fabecbwaph9.jpeg?q=70
20,21,Kriska,Women Embroidered Rayon A-line Kurta,₹339,"₹1,999",https://www.flipkart.com/kriska-women-embroidered-a-line-kurta/p/itmb852dc1e02b8d?pid=KTAFXQV9F6YRCRZE&lid=LSTKTAFXQV9F6YRCRZEXRIH39&marketplace=FLIPKART&store=clo&srno=b_1_21&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.KTAFXQV9F6YRCRZE.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/khtghow0-0/kurta/6/i/g/s-kr-06-wine-kriska-original-imafxqutadagxnqh.jpeg?q=70
21,22,Singham,"Casual Cuffed Sleeves Color Block Women White, Black To...",₹215,₹999,https://www.flipkart.com/singham-casual-color-block-women-white-black-top/p/itm53ab6c02fbb13?pid=TOPGDHYNEZHAHCQM&lid=LSTTOPGDHYNEZHAHCQM0JYXL1&marketplace=FLIPKART&store=clo&srno=b_1_22&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.TOPGDHYNEZHAHCQM.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/l29c9e80/top/u/m/j/m-dfs-singham-original-imagdnfygpb2jhjg.jpeg?q=70
22,23,Funahme,Women Full Coverage Lightly Padded Bra,₹260,₹730,https://www.flipkart.com/funahme-seamless-molded-women-full-coverage-lightly-padded-bra/p/itmdc8bd82dbba5e?pid=BRAFNAF8QFSJMTGX&lid=LSTBRAFNAF8QFSJMTGXJMLAUE&marketplace=FLIPKART&store=clo&srno=b_1_23&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.BRAFNAF8QFSJMTGX.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/k51cpe80/bra/q/a/q/32-star-combo-funahme-original-imafnsztdq6f7smy.jpeg?q=70
23,24,PUMA,Graphic Print Women Round Neck Blue T-Shirt,₹605,"₹1,299",https://www.flipkart.com/puma-graphic-print-women-round-neck-blue-t-shirt/p/itm8bb50830773a0?pid=TSHGBDTZAF4KXNDZ&lid=LSTTSHGBDTZAF4KXNDZCWCO0N&marketplace=FLIPKART&store=clo&srno=b_1_24&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0ItFtrnFRHDJ26Zsbh0qCHz1qOTRi2fGzAsvigpum1vGg%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/l1whaq80/t-shirt/k/j/j/s-84789661-puma-original-imagdd6cvgcfmceh.jpeg?q=70
24,25,Krishna R fashion,"Embroidered Fashion Vichitra, Cotton Silk Saree",₹739,"₹3,999",https://www.flipkart.com/krishna-r-fashion-embroidered-vichitra-cotton-silk-saree/p/itm895ef07b24305?pid=SARG49ARSCS5XYF7&lid=LSTSARG49ARSCS5XYF79HMKG2&marketplace=FLIPKART&store=clo&srno=b_1_25&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARG49ARSCS5XYF7.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kz3118w0/sari/1/t/f/free-wedding-saree-krishna-r-fashion-unstitched-original-imagb6gqh2dhvffn.jpeg?q=70
25,26,Ejoty Fashion,Solid Bollywood Silk Blend Saree,₹438,"₹4,299",https://www.flipkart.com/ejoty-fashion-solid-bollywood-silk-blend-saree/p/itm75d91f2ca4665?pid=SARGFQ7WQVHVB2FD&lid=LSTSARGFQ7WQVHVB2FDPOGVAL&marketplace=FLIPKART&store=clo&srno=b_1_26&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARGFQ7WQVHVB2FD.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kmxsakw0/sari/g/g/b/free-mahek-saree-ejoty-fashion-unstitched-original-imagfq7wkxamnhxx.jpeg?q=70
26,27,Mahageeta,Women Printed Cambric Flared Kurta,₹299,"₹2,199",https://www.flipkart.com/mahageeta-women-printed-flared-kurta/p/itm817e8303b89c0?pid=KRTFHHRSZTUZ5EKB&lid=LSTKRTFHHRSZTUZ5EKBLGAQ9U&marketplace=FLIPKART&store=clo&srno=b_1_27&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.KRTFHHRSZTUZ5EKB.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kg8avm80-0/kurta/8/v/8/xl-ku233-mahageeta-original-imafwgc6qeatcjay.jpeg?q=70
27,28,BLINKIN,"Solid Women Black, Grey Tights",₹367,"₹1,680",https://www.flipkart.com/blinkin-solid-women-black-grey-tights/p/itm8dbe684203474?pid=TGTFGZJ6CR8WMVR9&lid=LSTTGTFGZJ6CR8WMVR99ALFHV&marketplace=FLIPKART&store=clo&srno=b_1_28&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0L6QX2ZztW7IB1yOc2%2BJtEH%2BYnFcYOAJJFfsdAoiwBy1A%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kcxpbww0/tight/h/c/5/28-9150-grey-blinkin-original-imaftydqnqebdhdj.jpeg?q=70
28,29,mokshi,Women Kurta and Palazzo Set Cotton Blend,₹739,"₹2,499",https://www.flipkart.com/mokshi-women-kurta-palazzo-set/p/itmc177919f49641?pid=ETHFZ5GV4JWC4GFD&lid=LSTETHFZ5GV4JWC4GFDES6JKU&marketplace=FLIPKART&store=clo&srno=b_1_29&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.ETHFZ5GV4JWC4GFD.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kfmv9u80/ethnic-set/m/t/q/l-mkp92pnk-mokshi-original-imafwfgcf7yhbzgr.jpeg?q=70
29,30,Dig Sel COTTONS,Women Sports Non Padded Bra,₹273,₹699,https://www.flipkart.com/dig-sel-cottons-women-s-cotton-sport-s-non-padded-bra-women-sports/p/itme05030749fbc8?pid=BRAG2GSYQ2G2G7VS&lid=LSTBRAG2GSYQ2G2G7VSANYG78&marketplace=FLIPKART&store=clo&srno=b_1_30&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.BRAG2GSYQ2G2G7VS.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/knw2v0w0/bra/f/p/z/non-padded-32-no-regular-regular-spb-nrbf-32-dig-sel-cottons-original-imag2gsybkshuhnf.jpeg?q=70
30,31,MIESTILO,Women Bralette Lightly Padded Bra,₹369,"₹1,299",https://www.flipkart.com/miestilo-seamless-molded-women-bralette-lightly-padded-bra/p/itm79f97bf0f150b?pid=BRAFTRNBUHUEC6QG&lid=LSTBRAFTRNBUHUEC6QGJPWC1V&marketplace=FLIPKART&store=clo&srno=b_1_31&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.BRAFTRNBUHUEC6QG.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kcp4osw0/bra/v/m/9/lightly-padded-30-yes-regular-regular-me-br-157-158-159-miestilo-original-imaftrjnb9zg6zzg.jpeg?q=70
31,32,Trylo,Women Full Coverage Non Padded Bra,₹380,₹440,https://www.flipkart.com/trylo-women-full-coverage-non-padded-bra/p/itmcc9274b09d75b?pid=BRAFQ3AJHHXU9WGS&lid=LSTBRAFQ3AJHHXU9WGSLGNG68&marketplace=FLIPKART&store=clo&srno=b_1_32&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0LuRdqmwN8LHKhWGM%2F04LaKfKNpbqioxGVo%2FVYh6TDNhA%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/k7z3afk0/bra/w/g/s/non-padded-40d-no-regular-regular-alpapi-trylo-original-imafq3bspsgnbb46.jpeg?q=70
32,33,MIESTILO,Women T-Shirt Non Padded Bra,₹384,"₹1,199",https://www.flipkart.com/miestilo-seamless-women-t-shirt-non-padded-bra/p/itm70f1976745822?pid=BRAG282JSXXEWVXJ&lid=LSTBRAG282JSXXEWVXJDTAUGM&marketplace=FLIPKART&store=clo&srno=b_1_33&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.BRAG282JSXXEWVXJ.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/ku79vgw0/bra/p/b/s/non-padded-42-no-regular-regular-me-br-c3-178-179-180-miestilo-original-imag7dndphe3qtym.jpeg?q=70
33,34,Kedar Fab,Embellished Banarasi Poly Silk Saree,₹389,"₹2,997",https://www.flipkart.com/kedar-fab-embellished-banarasi-poly-silk-saree/p/itm9d8d95e6de7a1?pid=SARFGHBNRWXYZXJJ&lid=LSTSARFGHBNRWXYZXJJNXWUDD&marketplace=FLIPKART&store=clo&srno=b_1_34&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.SARFGHBNRWXYZXJJ.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/jybvafk0/sari/x/j/j/free-bandhan-m-rudra-fashion-original-imafghbfhgxxrfu6.jpeg?q=70
34,35,VASANT APPAREL,Women Embroidered Rayon Anarkali Kurta,₹273,"₹1,199",https://www.flipkart.com/vasant-apparel-women-embroidered-anarkali-kurta/p/itm0747fa31501de?pid=KTAFYZDBYXWSAPY5&lid=LSTKTAFYZDBYXWSAPY5KOGRIW&marketplace=FLIPKART&store=clo&srno=b_1_35&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.KTAFYZDBYXWSAPY5.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kj0bp8w0-0/kurta/x/9/r/s-46vs1058kr-vasant-apparel-original-imafyzd5fdxzgpju.jpeg?q=70
35,36,RHEY,Printed Banarasi Chiffon Saree,₹339,"₹1,999",https://www.flipkart.com/rhey-printed-banarasi-chiffon-saree/p/itm282536939f6b6?pid=SARFSS4HSCP8ZNWG&lid=LSTSARFSS4HSCP8ZNWG8JAFIE&marketplace=FLIPKART&store=clo&srno=b_1_36&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=en_yQSUlydkMKozHjLRZLNoEvnPDdBSSQzBxSssNfggb0IdkNkUIdAEOjdjBWcWlsn2H1JbyZz%2BvWiPd6Ftc3ZNVQ%3D%3D&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/kbgu1e80/sari/n/w/g/free-box07bn-rhey-unstitched-original-imafssh4kfmbay84.jpeg?q=70
36,37,Jil X,Women Hipster Multicolor Panty,₹226,₹599,https://www.flipkart.com/jil-x-women-hipster-multicolor-panty/p/itma454f0963f0fc?pid=PANFMTEMZCHJZRGS&lid=LSTPANFMTEMZCHJZRGSXRAFI8&marketplace=FLIPKART&store=clo&srno=b_1_37&otracker=nmenu_sub_Women_0_Clothing&fm=organic&iid=f39ef393-e05d-4323-8959-1a0a0ed17cbf.PANFMTEMZCHJZRGS.SEARCH&ppt=None&ppn=None&ssid=19xboq649c0000001652876815145,https://rukminim2.flixcart.com/image/612/612/k3rmm4w0/panty/t/d/r/xxl-wpl6-jil-x-original-imafmtgfh57rvrm3.jpeg?q=70
